MeterNo,SIP End Date and time,V,V,V,A,A,A,kWh Abs,kVArh+ Abs,kVArh- Abs,kVAh Abs,,DataStatus,Units
27299286,19-06-2023 12:30,234.6 V,234.79 V,235.23 V,16.52 A,16.68 A,16.41 A,5.82 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,5.83 kVAh Abs,0.998,1,2
27299286,19-06-2023 13:00,242.27 V,242.19 V,243.41 V,16.55 A,16.73 A,16.48 A,6.03 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,6.04 kVAh Abs,0.998,1,2
27299286,19-06-2023 13:30,242.98 V,244.15 V,245.05 V,7.8 A,7.96 A,7.77 A,2.87 kWh Abs,0.27 kVArh+ Abs,0 kVArh- Abs,2.88 kVAh Abs,0.997,1,2
27299286,19-06-2023 14:00,242.87 V,243.68 V,244.19 V,10.9 A,11.07 A,10.86 A,4 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,4.02 kVAh Abs,0.995,1,2
27299286,19-06-2023 14:30,242.45 V,243.7 V,244.55 V,12.07 A,12.23 A,12.02 A,4.42 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,4.43 kVAh Abs,0.998,1,2
27299286,19-06-2023 15:00,240.85 V,241.85 V,242.55 V,8.55 A,8.71 A,8.53 A,3.02 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,3.13 kVAh Abs,0.965,1,2
27299286,19-06-2023 15:30,241.21 V,243.07 V,243.08 V,1.92 A,2.06 A,1.91 A,0.51 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.72 kVAh Abs,0.708,1,2
27299286,19-06-2023 16:00,243.27 V,244.91 V,245.13 V,2.96 A,3.09 A,2.91 A,0.98 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,1.1 kVAh Abs,0.891,1,2
27299286,19-06-2023 16:30,241.43 V,242.82 V,242.85 V,2.03 A,2.17 A,2.03 A,0.64 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,0.76 kVAh Abs,0.842,1,2
27299286,19-06-2023 17:00,239.18 V,239.5 V,240.27 V,4.73 A,4.88 A,4.67 A,1.65 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.71 kVAh Abs,0.965,1,2
27299286,19-06-2023 17:30,239.07 V,240.22 V,240.72 V,4.7 A,4.86 A,4.63 A,1.64 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.7 kVAh Abs,0.965,1,2
27299286,19-06-2023 18:00,238.8 V,239.89 V,240.53 V,3.89 A,4.06 A,3.84 A,1.33 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.42 kVAh Abs,0.937,1,2
27299286,19-06-2023 18:30,238.88 V,240.45 V,241.3 V,1.6 A,1.79 A,1.64 A,0.35 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.6 kVAh Abs,0.583,1,2
27299286,19-06-2023 19:00,238.57 V,241.07 V,241.51 V,1.32 A,1.52 A,1.4 A,0.15 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.288,1,2
27299286,19-06-2023 19:30,238.73 V,240.61 V,240.82 V,1.27 A,1.46 A,1.4 A,0.03 kWh Abs,0.26 kVArh+ Abs,0.24 kVArh- Abs,0.17 kVAh Abs,0.176,1,2
27299286,19-06-2023 20:00,237.66 V,239.11 V,239.42 V,0.74 A,0.83 A,0.81 A,0.03 kWh Abs,0 kVArh+ Abs,0.28 kVArh- Abs,0.03 kVAh Abs,-1,1,2
27299286,19-06-2023 20:30,237.97 V,239.5 V,240.33 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 21:00,237.8 V,240.13 V,240.5 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 21:30,238.53 V,240.22 V,240.65 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 22:00,237.88 V,240.15 V,240.42 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 22:30,236.73 V,238.84 V,239.37 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 23:00,236.14 V,238.42 V,239.2 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 23:30,235.83 V,238.34 V,239.26 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 00:00,235.83 V,238.67 V,239.85 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 00:30,236.35 V,239.71 V,240.34 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 01:00,236.93 V,240.46 V,240.8 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 01:30,238.34 V,241.59 V,242.18 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 02:00,239.4 V,242.23 V,242.77 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 02:30,239.91 V,242.78 V,243.42 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 03:00,240.68 V,243.12 V,244 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 03:30,241.65 V,243.39 V,244.81 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 04:00,242.64 V,244.61 V,245.59 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 04:30,243.27 V,245.47 V,246.25 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 05:00,242.3 V,245.16 V,245.71 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 05:30,242.43 V,245.69 V,246.29 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 06:00,242.52 V,245.29 V,245.89 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 06:30,242.96 V,245.61 V,246.04 V,0.98 A,1.11 A,1.04 A,0.14 kWh Abs,0.3 kVArh+ Abs,0.05 kVArh- Abs,0.33 kVAh Abs,0.424,1,2
27299286,20-06-2023 07:00,243.18 V,245.79 V,246.13 V,2.37 A,2.5 A,2.33 A,0.73 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.89 kVAh Abs,0.82,1,2
27299286,20-06-2023 07:30,243.38 V,245.39 V,246.12 V,2.72 A,2.85 A,2.68 A,0.89 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,1.01 kVAh Abs,0.881,1,2
27299286,20-06-2023 08:00,241.68 V,243.99 V,244.37 V,3.39 A,3.5 A,3.32 A,1.15 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,1.25 kVAh Abs,0.92,1,2
27299286,20-06-2023 08:30,240.99 V,242.93 V,243.17 V,4.03 A,4.14 A,3.95 A,1.39 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.47 kVAh Abs,0.946,1,2
27299286,20-06-2023 09:00,237.62 V,239.44 V,239.47 V,5.82 A,5.96 A,5.72 A,2.04 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.09 kVAh Abs,0.976,1,2
27299286,20-06-2023 09:30,234.89 V,237.35 V,237.29 V,9.91 A,10.07 A,9.8 A,3.5 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.52 kVAh Abs,0.994,1,2
27299286,20-06-2023 10:00,237.72 V,238.85 V,239.24 V,12.65 A,12.78 A,12.52 A,4.52 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4.54 kVAh Abs,0.996,1,2
27299286,20-06-2023 10:30,236.46 V,237.7 V,238.18 V,13.88 A,14.01 A,13.74 A,4.93 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,4.94 kVAh Abs,0.998,1,2
27299286,20-06-2023 11:00,235.78 V,236.74 V,236.98 V,18.55 A,18.7 A,18.42 A,6.57 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.59 kVAh Abs,0.997,1,2
27299286,20-06-2023 11:30,234.46 V,235.92 V,234.86 V,20 A,20.15 A,19.87 A,7.05 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.06 kVAh Abs,0.999,1,2
27299286,20-06-2023 12:00,234.24 V,235.55 V,234.22 V,21.94 A,22.09 A,21.81 A,7.73 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.73 kVAh Abs,1,1,2
27299286,20-06-2023 12:30,235.1 V,236.14 V,236.61 V,23.2 A,23.36 A,23.04 A,8.21 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,8.21 kVAh Abs,1,1,2
27299286,20-06-2023 13:00,236.36 V,237.09 V,237.27 V,21.89 A,22.05 A,21.74 A,7.78 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.79 kVAh Abs,0.999,1,2
27299286,20-06-2023 13:30,238.64 V,239.1 V,240.24 V,21.58 A,21.74 A,21.43 A,7.74 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.75 kVAh Abs,0.999,1,2
27299286,20-06-2023 14:00,238.35 V,238.34 V,239.54 V,20.65 A,20.82 A,20.51 A,7.39 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.4 kVAh Abs,0.999,1,2
27299286,20-06-2023 14:30,237.39 V,238.07 V,239.05 V,19.25 A,19.39 A,19.11 A,6.87 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.88 kVAh Abs,0.999,1,2
27299286,20-06-2023 15:00,236.3 V,236.36 V,238.07 V,14.11 A,14.27 A,14.01 A,5.02 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,5.03 kVAh Abs,0.998,1,2
27299286,20-06-2023 15:30,236.85 V,237.88 V,238.55 V,13.96 A,14.1 A,13.84 A,4.97 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,4.98 kVAh Abs,0.998,1,2
27299286,20-06-2023 16:00,237.26 V,238.62 V,238.95 V,11.01 A,11.15 A,10.92 A,3.92 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,3.94 kVAh Abs,0.995,1,2
27299286,20-06-2023 16:30,237.75 V,238.91 V,238.9 V,9.11 A,9.24 A,9.02 A,3.24 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.27 kVAh Abs,0.991,1,2
27299286,20-06-2023 17:00,235.53 V,237.33 V,237.23 V,7.25 A,7.39 A,7.18 A,2.55 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.59 kVAh Abs,0.985,1,2
27299286,20-06-2023 17:30,235.99 V,236.74 V,237.71 V,4.7 A,4.83 A,4.62 A,1.62 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.68 kVAh Abs,0.964,1,2
27299286,20-06-2023 18:00,236.87 V,238.24 V,238.79 V,2.96 A,3.1 A,2.91 A,0.96 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.07 kVAh Abs,0.897,1,2
27299286,20-06-2023 18:30,237.08 V,238.95 V,239.33 V,1.89 A,2.04 A,1.88 A,0.5 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.69 kVAh Abs,0.725,1,2
27299286,20-06-2023 19:00,237.17 V,239.56 V,240 V,1.4 A,1.61 A,1.46 A,0.22 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.54 kVAh Abs,0.407,1,2
27299286,20-06-2023 19:30,237.65 V,239.91 V,240.06 V,1.25 A,1.45 A,1.39 A,0.04 kWh Abs,0.31 kVArh+ Abs,0.19 kVArh- Abs,0.22 kVAh Abs,0.182,1,2
27299286,20-06-2023 20:00,237.75 V,238.67 V,239.6 V,0.8 A,0.92 A,0.89 A,0.03 kWh Abs,0 kVArh+ Abs,0.31 kVArh- Abs,0.03 kVAh Abs,-1,1,2
27299286,20-06-2023 20:30,237.68 V,238.76 V,239.7 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 21:00,237.51 V,238.08 V,239.59 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 21:30,237.8 V,238.11 V,239.56 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 22:00,236.85 V,237.81 V,238.9 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 22:30,235.3 V,236.32 V,237.16 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,20-06-2023 23:00,235.31 V,236.11 V,237.69 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,20-06-2023 23:30,234.42 V,236.69 V,238.1 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 00:00,234.43 V,237.46 V,238.85 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 00:30,234.84 V,237.67 V,238.78 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 01:00,235.61 V,238.29 V,239.46 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 01:30,236.46 V,239.53 V,240.76 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 02:00,236.92 V,240.8 V,241.31 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 02:30,238.39 V,242.49 V,243.01 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 03:00,239.3 V,243.56 V,243.7 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 03:30,240.28 V,244.07 V,244.58 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 04:00,241.5 V,245.32 V,245.92 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 04:30,242.12 V,245.92 V,246.56 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.06 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 05:00,241.99 V,245.92 V,246.29 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 05:30,241.81 V,245.02 V,245.66 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 06:00,240.86 V,244.6 V,244.77 V,0.28 A,0.3 A,0.29 A,0 kWh Abs,0.04 kVArh+ Abs,0.06 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 06:30,242.39 V,245.84 V,245.45 V,1.31 A,1.52 A,1.41 A,0.1 kWh Abs,0.51 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.192,1,2
27299286,21-06-2023 07:00,243.36 V,246.34 V,245.97 V,1.98 A,2.15 A,1.98 A,0.56 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.75 kVAh Abs,0.747,1,2
27299286,21-06-2023 07:30,243.43 V,246.5 V,245.72 V,2.46 A,2.58 A,2.43 A,0.84 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,0.92 kVAh Abs,0.913,1,2
27299286,21-06-2023 08:00,242.21 V,244.26 V,243.63 V,3.48 A,3.59 A,3.42 A,1.19 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,1.28 kVAh Abs,0.93,1,2
27299286,21-06-2023 08:30,240.59 V,242.05 V,241.71 V,5.95 A,6.07 A,5.85 A,2.11 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.16 kVAh Abs,0.977,1,2
27299286,21-06-2023 09:00,238.52 V,239.76 V,239.84 V,6.14 A,6.28 A,6.06 A,2.17 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.21 kVAh Abs,0.982,1,2
27299286,21-06-2023 09:30,236.21 V,237.8 V,237.43 V,5.67 A,5.8 A,5.58 A,1.98 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,2.03 kVAh Abs,0.975,1,2
27299286,21-06-2023 10:00,234.27 V,236.4 V,234.54 V,8.33 A,8.46 A,8.22 A,2.91 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.94 kVAh Abs,0.99,1,2
27299286,21-06-2023 10:30,233.08 V,235.43 V,235.48 V,8:00 AM,8.16 A,7.89 A,2.79 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.83 kVAh Abs,0.986,1,2
27299286,21-06-2023 11:00,231.56 V,233.1 V,234.21 V,4.94 A,5.1 A,4.86 A,1.68 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.74 kVAh Abs,0.966,1,2
27299286,21-06-2023 11:30,231.41 V,232.72 V,233.84 V,11.99 A,12.18 A,11.9 A,4.18 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4.19 kVAh Abs,0.998,1,2
27299286,21-06-2023 12:00,231.14 V,233.39 V,233.94 V,16.88 A,17.05 A,16.75 A,5.91 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,5.92 kVAh Abs,0.998,1,2
27299286,21-06-2023 12:30,232.84 V,234.18 V,234.26 V,19.72 A,19.91 A,19.59 A,6.91 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.92 kVAh Abs,0.999,1,2
27299286,21-06-2023 13:00,232.85 V,233.64 V,234.32 V,22.42 A,22.61 A,22.29 A,7.86 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.87 kVAh Abs,0.999,1,2
27299286,21-06-2023 13:30,234.83 V,235.24 V,236.53 V,15.71 A,15.91 A,15.61 A,5.57 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,5.57 kVAh Abs,1,1,2
27299286,21-06-2023 14:00,234.74 V,234.13 V,236.03 V,20.79 A,21.01 A,20.7 A,7.34 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.35 kVAh Abs,0.999,1,2
27299286,21-06-2023 14:30,232.14 V,231.8 V,232.96 V,14.11 A,14.32 A,14.05 A,4.93 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.95 kVAh Abs,0.996,1,2
27299286,21-06-2023 15:00,230.59 V,230.85 V,232.42 V,13.77 A,13.98 A,13.7 A,4.78 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,4.8 kVAh Abs,0.996,1,2
27299286,21-06-2023 15:30,230.58 V,231.05 V,232.86 V,9.68 A,9.87 A,9.63 A,3.36 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.38 kVAh Abs,0.994,1,2
27299286,21-06-2023 16:00,236.19 V,236.42 V,238.02 V,9:00 AM,9.17 A,8.95 A,3.18 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,3.21 kVAh Abs,0.991,1,2
27299286,21-06-2023 16:30,240.11 V,241.8 V,242.1 V,7.35 A,7.47 A,7.29 A,2.64 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.67 kVAh Abs,0.989,1,2
27299286,21-06-2023 17:00,240.14 V,241.61 V,242.19 V,5.71 A,5.84 A,5.65 A,2.02 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.08 kVAh Abs,0.971,1,2
27299286,21-06-2023 17:30,240.71 V,240.27 V,241.37 V,4.07 A,4.19 A,4.05 A,1.41 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.49 kVAh Abs,0.946,1,2
27299286,21-06-2023 18:00,241.76 V,242.34 V,243.1 V,2.89 A,3.03 A,2.86 A,0.95 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,1.06 kVAh Abs,0.896,1,2
27299286,21-06-2023 18:30,243.24 V,244.47 V,245.04 V,1.61 A,1.79 A,1.67 A,0.31 kWh Abs,0.51 kVArh+ Abs,0 kVArh- Abs,0.63 kVAh Abs,0.492,1,2
27299286,21-06-2023 19:00,244.4 V,245.24 V,246.11 V,0.91 A,1.03 A,1.03 A,0.02 kWh Abs,0.05 kVArh+ Abs,0.31 kVArh- Abs,0.03 kVAh Abs,-0.667,1,2
27299286,21-06-2023 19:30,241.75 V,242.54 V,243.39 V,1.29 A,1.43 A,1.42 A,0.05 kWh Abs,0 kVArh+ Abs,0.5 kVArh- Abs,0.05 kVAh Abs,-1,1,2
27299286,21-06-2023 20:00,239.42 V,241.22 V,241.95 V,0.72 A,0.78 A,0.78 A,0.03 kWh Abs,0 kVArh+ Abs,0.28 kVArh- Abs,0.03 kVAh Abs,-1,1,2
27299286,21-06-2023 20:30,239.22 V,241.38 V,242.09 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 21:00,239.62 V,240.07 V,241.33 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 21:30,238.96 V,240.48 V,241.68 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 22:00,238.6 V,240.47 V,241.56 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 22:30,237.91 V,239.77 V,240.44 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-06-2023 23:00,237.63 V,239.66 V,240.79 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-06-2023 23:30,238.15 V,239.62 V,241.38 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-06-2023 00:00,237.83 V,240.3 V,241.63 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-06-2023 00:30,238.43 V,240.88 V,242.17 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-06-2023 01:00,238.07 V,240.42 V,241.97 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-06-2023 01:30,240.18 V,242.6 V,243.75 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-06-2023 02:00,239.67 V,242.12 V,243.27 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-06-2023 02:30,237.42 V,239.78 V,240.64 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-06-2023 03:00,238.04 V,240.58 V,241.11 V,0.13 A,0.13 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-06-2023 03:30,239.46 V,241.44 V,242.14 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-06-2023 04:00,240.48 V,242.6 V,243.37 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-06-2023 04:30,241.33 V,243.52 V,244.38 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-06-2023 05:00,241.06 V,243.76 V,244.26 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-06-2023 05:30,241.82 V,243.96 V,244.41 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
