MeterNo,SIP End Date and time,V,V,V,A,A,A,kWh Abs,kVArh+ Abs,kVArh- Abs,kVAh Abs,,DataStatus,Units
27299286,16-06-2023 19:00,238.37 V,241.19 V,240.64 V,1.7 A,1.89 A,1.74 A,0.39 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.64 kVAh Abs,0.609,1,2
27299286,16-06-2023 19:30,237.82 V,240.5 V,239.95 V,1.28 A,1.44 A,1.39 A,0.04 kWh Abs,0.27 kVArh+ Abs,0.23 kVArh- Abs,0.22 kVAh Abs,0.182,1,2
27299286,16-06-2023 20:00,236.99 V,239.99 V,239.21 V,0.76 A,0.84 A,0.82 A,0.03 kWh Abs,0 kVArh+ Abs,0.29 kVArh- Abs,0.03 kVAh Abs,-1,1,2
27299286,16-06-2023 20:30,238.28 V,240.45 V,239.64 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,16-06-2023 21:00,238.46 V,240.32 V,239.95 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,16-06-2023 21:30,238.54 V,239.18 V,239.3 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,16-06-2023 22:00,235.71 V,237.37 V,237.12 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,16-06-2023 22:30,234.35 V,236.59 V,235.91 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,16-06-2023 23:00,234.8 V,237.02 V,235.89 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,16-06-2023 23:30,235.11 V,237.37 V,237.06 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 00:00,235.8 V,237.58 V,237.71 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 00:30,236.6 V,238.24 V,238.53 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 01:00,237.27 V,238.93 V,239 V,0.13 A,0.13 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 01:30,238.34 V,239.78 V,240.45 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 02:00,237.9 V,240.02 V,240.74 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 02:30,238.14 V,240.62 V,240.98 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 03:00,238.78 V,241.46 V,241.5 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 03:30,239.84 V,242.16 V,242.47 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 04:00,240.79 V,242.89 V,243.57 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 04:30,240.71 V,242.82 V,243.85 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 05:00,240.86 V,242.91 V,243.5 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 05:30,241.22 V,242.99 V,243.69 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 06:00,242.8 V,244.43 V,244.83 V,1.12 A,1.28 A,1.21 A,0.05 kWh Abs,0.36 kVArh+ Abs,0.08 kVArh- Abs,0.25 kVAh Abs,0.2,1,2
27299286,17-06-2023 06:30,244.19 V,246.26 V,246.14 V,0.55 A,0.69 A,0.64 A,0.08 kWh Abs,0.22 kVArh+ Abs,0 kVArh- Abs,0.23 kVAh Abs,0.348,1,2
27299286,17-06-2023 07:00,243.96 V,246.11 V,245.97 V,1.45 A,1.59 A,1.46 A,0.47 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,0.56 kVAh Abs,0.839,1,2
27299286,17-06-2023 07:30,243.18 V,245.91 V,244.88 V,3.14 A,3.24 A,3.07 A,1.05 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,1.15 kVAh Abs,0.913,1,2
27299286,17-06-2023 08:00,242.85 V,244.51 V,243.91 V,3.2 A,3.29 A,3.14 A,1.07 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,1.18 kVAh Abs,0.907,1,2
27299286,17-06-2023 08:30,241.66 V,243.47 V,243.24 V,4.69 A,4.8 A,4.61 A,1.65 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.71 kVAh Abs,0.965,1,2
27299286,17-06-2023 09:00,239.2 V,241.27 V,240.8 V,6.81 A,6.93 A,6.71 A,2.42 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,2.47 kVAh Abs,0.98,1,2
27299286,17-06-2023 09:30,237.14 V,238.71 V,238.86 V,11.56 A,11.73 A,11.45 A,4.12 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,4.14 kVAh Abs,0.995,1,2
27299286,17-06-2023 10:00,235.82 V,237.23 V,237.19 V,13.26 A,13.42 A,13.15 A,4.7 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,4.72 kVAh Abs,0.996,1,2
27299286,17-06-2023 10:30,234.12 V,236.12 V,235.93 V,11.23 A,11.4 A,11.11 A,3.96 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,3.97 kVAh Abs,0.997,1,2
27299286,17-06-2023 11:00,233.24 V,235.25 V,234.43 V,10.87 A,11.03 A,10.76 A,3.8 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.83 kVAh Abs,0.992,1,2
27299286,17-06-2023 11:30,233.72 V,235.93 V,235.8 V,12.13 A,12.3 A,12.01 A,4.28 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4.29 kVAh Abs,0.998,1,2
27299286,17-06-2023 12:00,232.96 V,234.92 V,235.34 V,10.62 A,10.81 A,10.53 A,3.73 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.75 kVAh Abs,0.995,1,2
27299286,17-06-2023 12:30,235.35 V,235.55 V,236.49 V,24.23 A,24.41 A,24.08 A,8.57 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,8.58 kVAh Abs,0.999,1,2
27299286,17-06-2023 13:00,235.96 V,235.66 V,235.68 V,20.33 A,20.47 A,20.19 A,7.19 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.19 kVAh Abs,1,1,2
27299286,17-06-2023 13:30,243.46 V,244.35 V,243.82 V,12.22 A,12.37 A,12.14 A,4.47 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,4.48 kVAh Abs,0.998,1,2
27299286,17-06-2023 14:00,242.42 V,242.91 V,243.27 V,13.69 A,13.83 A,13.59 A,4.98 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,5 kVAh Abs,0.996,1,2
27299286,17-06-2023 14:30,242.22 V,241.71 V,243 V,13.74 A,13.92 A,13.67 A,4.99 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,5.01 kVAh Abs,0.996,1,2
27299286,17-06-2023 15:00,242.2 V,241.81 V,242.25 V,17.89 A,18.07 A,17.8 A,6.51 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,6.52 kVAh Abs,0.998,1,2
27299286,17-06-2023 15:30,242.54 V,242.19 V,243.15 V,13.13 A,13.29 A,13.05 A,4.77 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,4.79 kVAh Abs,0.996,1,2
27299286,17-06-2023 16:00,242.71 V,242.88 V,243.46 V,10.08 A,10.23 A,10.01 A,3.67 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.69 kVAh Abs,0.995,1,2
27299286,17-06-2023 16:30,242.1 V,242.98 V,242.67 V,4.54 A,4.66 A,4.47 A,1.6 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.66 kVAh Abs,0.964,1,2
27299286,17-06-2023 17:00,236.89 V,237.79 V,237.88 V,4.79 A,4.93 A,4.72 A,1.65 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.72 kVAh Abs,0.959,1,2
27299286,17-06-2023 17:30,243.1 V,244.74 V,244.84 V,2.51 A,2.64 A,2.51 A,0.85 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,0.92 kVAh Abs,0.924,1,2
27299286,17-06-2023 18:00,247.67 V,248.82 V,249.04 V,0.4 A,0.53 A,0.48 A,0.07 kWh Abs,0.16 kVArh+ Abs,0 kVArh- Abs,0.18 kVAh Abs,0.389,1,2
27299286,17-06-2023 18:30,241.02 V,242.39 V,242.23 V,1.05 A,1.21 A,1.12 A,0.13 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,0.41 kVAh Abs,0.317,1,2
27299286,17-06-2023 19:00,239.11 V,241.43 V,241.13 V,1.26 A,1.44 A,1.38 A,0.04 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.48 kVAh Abs,0.083,1,2
27299286,17-06-2023 19:30,238.25 V,241.33 V,240.66 V,1.25 A,1.46 A,1.41 A,0.03 kWh Abs,0.11 kVArh+ Abs,0.38 kVArh- Abs,0.04 kVAh Abs,-0.75,1,2
27299286,17-06-2023 20:00,237.15 V,239.82 V,239.81 V,0.51 A,0.58 A,0.56 A,0.02 kWh Abs,0 kVArh+ Abs,0.2 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,17-06-2023 20:30,238.14 V,240.37 V,240.19 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 21:00,238.22 V,239.66 V,240.09 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 21:30,236.89 V,238.68 V,238.91 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 22:00,237.03 V,237.77 V,237.72 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 22:30,236.2 V,238.01 V,238.02 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,17-06-2023 23:00,234.75 V,237.24 V,237.78 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,17-06-2023 23:30,236.83 V,238.74 V,239.93 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 00:00,237.92 V,239.69 V,240.47 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 00:30,236.51 V,239.05 V,238.92 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 01:00,235.39 V,238 V,238.78 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 01:30,235.81 V,238.57 V,239.21 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 02:00,236.64 V,239.53 V,239.89 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 02:30,237.77 V,240.55 V,241.31 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 03:00,238.32 V,241.6 V,242.09 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 03:30,239.58 V,242.83 V,243.6 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 04:00,240.69 V,244.24 V,244.81 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 04:30,240.75 V,244.29 V,244.43 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 05:00,240.7 V,244.1 V,244.48 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 05:30,241.5 V,245.15 V,244.66 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 06:00,241.96 V,245.5 V,244.6 V,0.93 A,1.04 A,1.01 A,0.01 kWh Abs,0.3 kVArh+ Abs,0.07 kVArh- Abs,0.19 kVAh Abs,0.053,1,2
27299286,18-06-2023 06:30,243.35 V,246.72 V,246.36 V,0.49 A,0.62 A,0.61 A,0.01 kWh Abs,0.18 kVArh+ Abs,0.03 kVArh- Abs,0.16 kVAh Abs,0.062,1,2
27299286,18-06-2023 07:00,244.01 V,247.42 V,247.53 V,0.43 A,0.57 A,0.51 A,0.09 kWh Abs,0.16 kVArh+ Abs,0 kVArh- Abs,0.18 kVAh Abs,0.5,1,2
27299286,18-06-2023 07:30,244.18 V,247.62 V,247.49 V,0.61 A,0.73 A,0.64 A,0.18 kWh Abs,0.17 kVArh+ Abs,0 kVArh- Abs,0.25 kVAh Abs,0.72,1,2
27299286,18-06-2023 08:00,244.19 V,247.33 V,247.13 V,0.84 A,0.96 A,0.86 A,0.29 kWh Abs,0.16 kVArh+ Abs,0 kVArh- Abs,0.33 kVAh Abs,0.879,1,2
27299286,18-06-2023 08:30,243.42 V,246.42 V,245.81 V,3.87 A,3.98 A,3.81 A,1.38 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,1.43 kVAh Abs,0.965,1,2
27299286,18-06-2023 09:00,241.99 V,245.13 V,244.14 V,6.79 A,6.89 A,6.69 A,2.44 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.49 kVAh Abs,0.98,1,2
27299286,18-06-2023 09:30,239.66 V,243.26 V,242.16 V,5.46 A,5.58 A,5.38 A,1.92 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.99 kVAh Abs,0.965,1,2
27299286,18-06-2023 10:00,240.56 V,243.13 V,241.28 V,11.06 A,11.17 A,10.96 A,3.99 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,4.02 kVAh Abs,0.993,1,2
27299286,18-06-2023 10:30,240.77 V,242.79 V,241.19 V,12.54 A,12.67 A,12.47 A,4.54 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,4.56 kVAh Abs,0.996,1,2
27299286,18-06-2023 11:00,241.78 V,243.85 V,242.17 V,20.57 A,20.69 A,20.45 A,7.48 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,7.49 kVAh Abs,0.999,1,2
27299286,18-06-2023 11:30,241.75 V,243.09 V,241.51 V,18.56 A,18.66 A,18.43 A,6.74 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,6.74 kVAh Abs,1,1,2
27299286,18-06-2023 12:00,241.52 V,242.63 V,241.55 V,19.86 A,19.98 A,19.73 A,7.2 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,7.21 kVAh Abs,0.999,1,2
27299286,18-06-2023 12:30,241.42 V,243.12 V,241.85 V,20.99 A,21.12 A,20.85 A,7.62 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,7.64 kVAh Abs,0.997,1,2
27299286,18-06-2023 13:00,240.16 V,241.65 V,240.9 V,19.64 A,19.79 A,19.49 A,7.1 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,7.1 kVAh Abs,1,1,2
27299286,18-06-2023 13:30,241.17 V,241.82 V,242.45 V,18.26 A,18.42 A,18.13 A,6.62 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,6.64 kVAh Abs,0.997,1,2
27299286,18-06-2023 14:00,239.95 V,241.13 V,241.62 V,19.48 A,19.63 A,19.34 A,7.05 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,7.05 kVAh Abs,1,1,2
27299286,18-06-2023 14:30,237.94 V,239.67 V,240.17 V,10.35 A,10.51 A,10.26 A,3.7 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.73 kVAh Abs,0.992,1,2
27299286,18-06-2023 15:00,237.46 V,238.82 V,239.79 V,11.89 A,12.07 A,11.79 A,4.25 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,4.28 kVAh Abs,0.993,1,2
27299286,18-06-2023 15:30,238.46 V,240.03 V,239.86 V,11.79 A,11.93 A,11.67 A,4.22 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,4.24 kVAh Abs,0.995,1,2
27299286,18-06-2023 16:00,239.36 V,240.05 V,240.65 V,9.99 A,10.12 A,9.87 A,3.57 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.6 kVAh Abs,0.992,1,2
27299286,18-06-2023 16:30,239.44 V,241.73 V,241.38 V,4.43 A,4.55 A,4.35 A,1.51 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.61 kVAh Abs,0.938,1,2
27299286,18-06-2023 17:00,240.53 V,242.29 V,242.61 V,6.44 A,6.6 A,6.32 A,2.29 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.35 kVAh Abs,0.974,1,2
27299286,18-06-2023 17:30,241.92 V,243.8 V,243.97 V,5.05 A,5.2 A,4.94 A,1.79 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.85 kVAh Abs,0.968,1,2
27299286,18-06-2023 18:00,241.72 V,244.17 V,244.13 V,4.97 A,5.13 A,4.87 A,1.76 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.82 kVAh Abs,0.967,1,2
27299286,18-06-2023 18:30,240.51 V,243.95 V,243.17 V,2.23 A,2.37 A,2.19 A,0.64 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.83 kVAh Abs,0.771,1,2
27299286,18-06-2023 19:00,239.98 V,243.89 V,242.92 V,1.34 A,1.55 A,1.41 A,0.16 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.308,1,2
27299286,18-06-2023 19:30,239.09 V,241.46 V,241.46 V,1.26 A,1.45 A,1.39 A,0.04 kWh Abs,0.22 kVArh+ Abs,0.27 kVArh- Abs,0.21 kVAh Abs,-0.19,1,2
27299286,18-06-2023 20:00,236.91 V,239.56 V,239.81 V,0.64 A,0.73 A,0.71 A,0.02 kWh Abs,0 kVArh+ Abs,0.25 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,18-06-2023 20:30,236.3 V,239.5 V,239.92 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 21:00,235.75 V,238.19 V,239.49 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 21:30,236.12 V,238.09 V,238.69 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 22:00,236.04 V,238.73 V,238.83 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 22:30,234.59 V,238.85 V,237.89 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,18-06-2023 23:00,232.91 V,236.26 V,235.78 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,18-06-2023 23:30,234.03 V,235.19 V,236.26 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 00:00,234.16 V,235.59 V,236.99 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 00:30,235.99 V,237.65 V,239.23 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 01:00,238.03 V,239.19 V,240.91 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 01:30,236.86 V,238.16 V,239.68 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 02:00,236.96 V,238.56 V,240.24 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 02:30,237.39 V,239.68 V,240.91 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 03:00,238.39 V,240.71 V,241.71 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 03:30,239.62 V,241.77 V,242.65 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 04:00,240.6 V,242.23 V,243.03 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 04:30,240.84 V,242.7 V,243.6 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 05:00,240.87 V,243.15 V,244.05 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,19-06-2023 05:30,241.72 V,243.8 V,244.63 V,0.23 A,0.24 A,0.24 A,0.01 kWh Abs,0.03 kVArh+ Abs,0.06 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,19-06-2023 06:00,241.92 V,244.06 V,244.68 V,1.27 A,1.46 A,1.39 A,0.03 kWh Abs,0.51 kVArh+ Abs,0 kVArh- Abs,0.45 kVAh Abs,0.067,1,2
27299286,19-06-2023 06:30,242.53 V,244.41 V,245.14 V,1.28 A,1.47 A,1.39 A,0.09 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.51 kVAh Abs,0.176,1,2
27299286,19-06-2023 07:00,243.04 V,245.35 V,245.47 V,1.32 A,1.51 A,1.41 A,0.13 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.25,1,2
27299286,19-06-2023 07:30,242.73 V,245.26 V,244.53 V,1.41 A,1.59 A,1.46 A,0.22 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.55 kVAh Abs,0.4,1,2
27299286,19-06-2023 08:00,241.67 V,244.16 V,243.37 V,2.46 A,2.6 A,2.44 A,0.75 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.91 kVAh Abs,0.824,1,2
27299286,19-06-2023 08:30,240.44 V,242.25 V,241.66 V,2.84 A,2.96 A,2.79 A,0.92 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,1.04 kVAh Abs,0.885,1,2
27299286,19-06-2023 09:00,236.6 V,239.37 V,238.29 V,2.21 A,2.33 A,2.18 A,0.65 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.81 kVAh Abs,0.802,1,2
27299286,19-06-2023 09:30,234.34 V,237.46 V,236.5 V,2.37 A,2.5 A,2.33 A,0.72 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.85 kVAh Abs,0.847,1,2
27299286,19-06-2023 10:00,234.16 V,236.41 V,235.04 V,3.63 A,3.72 A,3.53 A,1.19 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.28 kVAh Abs,0.93,1,2
27299286,19-06-2023 10:30,234.09 V,236.26 V,234.41 V,5.19 A,5.3 A,5.07 A,1.78 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.83 kVAh Abs,0.973,1,2
27299286,19-06-2023 11:00,233.66 V,235.14 V,234.1 V,8.76 A,8.9 A,8.66 A,3.06 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.09 kVAh Abs,0.99,1,2
27299286,19-06-2023 11:30,233.3 V,233.84 V,234.07 V,11.85 A,12:00 AM,11.76 A,4.15 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,4.17 kVAh Abs,0.995,1,2
27299286,19-06-2023 12:00,232.14 V,232.57 V,233.14 V,11.67 A,11.83 A,11.58 A,4.06 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4.08 kVAh Abs,0.995,1,2
